iso3,country,year,growth_annual,wdi_gdp_growth_annual_pct,maddison_growth_annual,wdi_growth_decimal,abs_diff_maddison,abs_diff_wdi
MWI,Malawi,1960,0.12748944578335397,,0.0031897953681001567,,0.12429965041525382,
JOR,Jordan,1973,-0.10479547731543803,,0.01375683070964051,,0.11855230802507855,
GNQ,Equatorial Guinea,1979,-0.06313331570182079,,-0.18017954653853607,,0.11704623083671528,
GNQ,Equatorial Guinea,1980,0.01631286527899789,,-0.09798551103885433,,0.11429837631785222,
MAR,Morocco,1963,0.12267501498861755,,0.009684189126540232,,0.11299082586207732,
ESP,Spain,1960,0.10132439748680966,,-0.009442061328867268,,0.11076645881567693,
AGO,Angola,1978,-0.08922470066861621,,0.019802627296179764,,0.10902732796479597,
MAR,Morocco,1962,0.11576236347281554,,0.009311054233089422,,0.10645130923972612,
KHM,Cambodia,1974,-0.06018389624420095,,-0.16646727323284516,,0.10628337698864421,
VNM,Viet Nam,1975,0.006152194384908327,,-0.09755629016624479,,0.10370848455115311,
MOZ,Mozambique,1976,0.021018953943688246,,-0.0809367622704169,,0.10195571621410515,
GNQ,Equatorial Guinea,1962,-0.005613231485719794,,0.09523384683989722,,0.10084707832561701,
GNB,Guinea-Bissau,1962,-0.04564195116181491,,0.0548709058982455,,0.10051285706006041,
GNB,Guinea-Bissau,1963,0.13626773553452676,,0.03604978021397098,,0.10021795532055577,
GNQ,Equatorial Guinea,1997,0.6305009208889221,149.972963487965,0.6460783571613824,1.4997296348796498,0.015577436272460332,0.8692287139907278
TCA,Turks and Caicos Islands,2017,-0.06607805050756177,74.5879880544188,,0.7458798805441881,,0.8119579310517498
ARE,United Arab Emirates,1973,0.010131136986926137,76.6201550367607,0.0032572085003241824,0.7662015503676071,0.0068739284866019545,0.7560704133806809
IRN,Iran (Islamic Republic of),1970,-0.5264174827405572,10.9276016296547,0.07218587958928957,0.109276016296547,0.5986033623298468,0.6356934990371043
IRQ,Iraq,1990,-0.012230605634670155,57.8178283456035,-0.04491773029435997,0.5781782834560351,0.032687124659689815,0.5904088890907052
TZA,U.R. of Tanzania: Mainland,1970,0.004707964335096015,-46.4330351414871,0.024609743095965975,-0.46433035141487106,0.01990177876086996,0.46903831574996707
IRQ,Iraq,1991,-1.0928694379474795,-64.047106973488,-0.9476989044104096,-0.64047106973488,0.14517053353706988,0.4523983682125995
LBR,Liberia,1997,0.6462245802999904,106.279814466616,0.5847003650674747,1.06279814466616,0.06152421523251572,0.41657356436616966
KWT,Kuwait,1992,0.4127949680610232,82.8093290262528,0.719979199803964,0.828093290262528,0.30718423174294074,0.41529832220150475
GNQ,Equatorial Guinea,1996,0.258977866131211,66.5799972215897,0.27425379778897785,0.6657999722158969,0.015275931657766861,0.40682210608468594
ARE,United Arab Emirates,1972,-0.00366384542263809,39.0796375886669,0.0,0.390796375886669,0.00366384542263809,0.3944602213093071
ARE,United Arab Emirates,1971,-0.020951924081133555,36.6123778533091,0.010295610485670181,0.36612377853309097,0.031247534566803736,0.3870757026142245
KHM,Cambodia,1994,0.004163892628239019,-34.808638773859,0.022974261003950502,-0.34808638773859,0.018810368375711484,0.35225028036682904
HND,Honduras,1994,-0.041476086694375525,29.0190203167888,-0.035085369254927556,0.290190203167888,0.006390717439447968,0.33166628986226354
ZWE,Zimbabwe,2009,0.45300622802798696,13.2720546167979,0.07053715497330693,0.13272054616797901,0.38246907305468003,0.32028568186000794
SLE,Sierra Leone,1996,-0.2896232984943534,1.75382062624389,-0.2655338769649722,0.0175382062624389,0.024089421529381205,0.3071615047567923
SSD,South Sudan,2012,-0.76458539343417,-46.0821223743007,,-0.46082122374300705,,0.30376416969116293
